CountryName,CountryCode,IndicatorName,IndicatorCode,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
India,IND,Population_ages_65_and_above_(%_of_total),SP.POP.65UP.TO.ZS,3.059354676,3.112200602,3.16252747,3.203353512,3.227476539,3.232597458,3.270063902,3.29177673,3.303430313,3.311319652,3.318707386,3.367279144,3.411636731,3.448953739,3.476476919,3.49380829,3.537389726,3.571200708,3.596713276,3.615353008,3.628412324,3.664743118,3.691141346,3.709005503,3.720627873,3.728205139,3.758954306,3.783658136,3.802909416,3.817291786,3.828173581,3.884896077,3.935205346,3.980238825,4.021675453,4.061097211,4.137304795,4.207513359,4.273401899,4.336822461,4.399230699,4.4836796,4.564616936,4.640352234,4.70824665,4.768170142,4.846867894,4.918071008,4.984313011,5.048286241,5.113073703,5.205968276,5.29652123,5.392641877,5.504069363,5.636245344,5.80790445,5.988969249,
India,IND,"Population_ages_65_and_above,_total",SP.POP.65UP.TO,13751206,14269283,14795965,15296909,15733449,16088714,16617220,17080693,17507101,17930964,18371651,19066370,19767416,20454328,21103962,21707091,22489724,23230126,23936209,24617510,25282179,26133944,26940460,27704382,28434720,29142137,30040865,30904645,31734873,32533634,33310220,34500009,35653791,36779708,37892397,39006140,40499796,41965962,43416654,44866129,46326139,48041634,49745520,51416395,53021250,54553525,56319525,58017561,59669549,61299832,62940950,64930712,66898551,68948281,71214913,73781494,76906607,80203086,
India,IND,"Population_ages_65_and_above,_male_(%_of_total)",SP.POP.65UP.MA.ZS,2.920243066,2.978796212,3.031873802,3.074560982,3.102146261,3.113152662,3.159149794,3.190523222,3.211646691,3.22684813,3.238335732,3.289777529,3.334204875,3.369587434,3.39402551,3.407472895,3.447935991,3.476915802,3.496189388,3.507569729,3.512551998,3.548140076,3.572273747,3.586292085,3.592530806,3.593166078,3.624968666,3.648771262,3.664801979,3.67346022,3.676060484,3.728854637,3.772484254,3.807412199,3.834631088,3.855527033,3.916893819,3.969057309,4.013697499,4.052817059,4.088241883,4.157691105,4.221377827,4.278346081,4.327165009,4.368399916,4.441509734,4.508251814,4.569986054,4.627910592,4.684440187,4.771448046,4.854145747,4.941371581,5.044145929,5.168313645,5.337639934,5.516430088,
India,IND,"Population_ages_65_and_above,_male",SP.POP.65UP.MA.IN,6772892,7050644,7326089,7586129,7816876,8011920,8303821,8565748,8808772,9045295,9282000,9647011,10007108,10353365,10675767,10970211,11358701,11718218,12053665,12371238,12675804,13102794,13500266,13869038,14213582,14538979,14995237,15425399,15828221,16203497,16555205,17139833,17692758,18213991,18706477,19175224,19855591,20502172,21120416,21717848,22301914,23080188,23837355,24566005,25255765,25907320,26756282,27576611,28372241,29145739,29908836,30865578,31795999,32759859,33835926,35070331,36631791,38281750,
India,IND,"Population_ages_65_and_above,_female_(%_of_total)",SP.POP.65UP.FE.ZS,3.207662529,3.25445125,3.301953841,3.340955507,3.361533682,3.360496661,3.388892195,3.400310038,3.40185643,3.401954338,3.40500425,3.450509084,3.494811929,3.534234915,3.565107848,3.586659001,3.63355919,3.672528442,3.704719052,3.73114296,3.752882419,3.789945622,3.818737047,3.840709596,3.858098626,3.873125977,3.902711779,3.928346247,3.951027928,3.971551588,3.991365026,4.052262864,4.109753111,4.165684188,4.222452983,4.281849146,4.374044867,4.463655334,4.552384428,4.641967094,4.73348834,4.834072171,4.933638594,5.029690875,5.118247292,5.198413976,5.283268003,5.359386813,5.430576437,5.501162785,5.57495736,5.674068301,5.77296651,5.878556543,5.999184889,6.139857576,6.313845371,6.497174471,
India,IND,"Population_ages_65_and_above,_female",SP.POP.65UP.FE.IN,6978320,7218391,7469576,7710570,7916469,8076794,8313362,8514889,8698256,8885614,9089652,9419295,9760197,10100836,10428097,10736881,11130934,11511758,11882386,12246159,12606378,13031037,13440045,13835214,14221052,14603158,15045584,15479128,15906480,16329977,16755019,17359926,17960699,18565429,19185743,19830914,20644239,21463717,22296012,23148041,24024221,24961096,25907782,26850194,27765448,28646207,29563244,30440746,31296859,32153654,33032110,34064570,35101839,36187879,37378723,38711169,40274722,41921158,
India,IND,"Population_ages_65-69,_male_(%_of_male_population)",SP.POP.6569.MA.5Y,1.3557948,1.386969407,1.434845608,1.485461078,1.52291526,1.541550518,1.539310277,1.52507027,1.509228994,1.502916237,1.510361949,1.521019591,1.539509088,1.56043598,1.577405875,1.588236986,1.585876482,1.579534235,1.573358245,1.571843569,1.57703027,1.578221433,1.581935176,1.587512098,1.594526254,1.603451257,1.60438529,1.606375118,1.610135636,1.616657417,1.626989568,1.637265304,1.649133782,1.662007737,1.675245408,1.68913341,1.698153242,1.706733756,1.716532819,1.729400722,1.746488562,1.75940165,1.776170555,1.794927434,1.812764737,1.828860214,1.835855359,1.843910484,1.855174687,1.871554696,1.894629552,1.910804946,1.929890461,1.960678767,2.014888766,2.097249756,2.1892859,2.302953699,
India,IND,"Population_ages_65-69,_female_(%_of_female_population)",SP.POP.6569.FE.5Y,1.360836459,1.391086678,1.448508803,1.51116712,1.554041854,1.568492428,1.556139008,1.525597838,1.492388977,1.47476303,1.480437151,1.4979455,1.529704165,1.56615055,1.596337061,1.616352457,1.62153902,1.621417748,1.62002145,1.62192074,1.629346646,1.627909791,1.63002927,1.635282503,1.643339177,1.654504971,1.652863332,1.654973032,1.661611958,1.673710019,1.692007633,1.706679404,1.725553415,1.749192188,1.778304415,1.813124723,1.841768326,1.873907935,1.909327724,1.947463778,1.987728217,2.013014482,2.042371796,2.072845391,2.099528493,2.12024037,2.119143964,2.11562631,2.115069566,2.123699064,2.144877534,2.16004338,2.18321645,2.219684615,2.276668777,2.357140527,2.441822518,2.545706143,
India,IND,"Population_ages_60-64,_male_(%_of_male_population)",SP.POP.6064.MA.5Y,2.210931317,2.208927151,2.184629734,2.154064587,2.137126945,2.141900337,2.147683804,2.169164827,2.197478011,2.220890611,2.234427582,2.226419794,2.213109494,2.200077512,2.194431942,2.199392303,2.195759835,2.200531355,2.211145131,2.224096091,2.237822013,2.234651748,2.232265912,2.232779926,2.238681876,2.251000083,2.248230469,2.251910386,2.260442749,2.271072341,2.282515963,2.281813463,2.281483329,2.28396369,2.291723406,2.3054405,2.310468323,2.321177663,2.335474592,2.349532725,2.361439541,2.358661649,2.357671611,2.360879916,2.370436401,2.387721343,2.397952073,2.41168227,2.438987862,2.494007893,2.582605287,2.685007323,2.817412323,2.961776148,3.092858621,3.197084225,3.262434207,3.306074831,
India,IND,"Population_ages_60-64,_female_(%_of_female_population)",SP.POP.6064.FE.5Y,2.220794882,2.202126571,2.154169762,2.100220259,2.068590579,2.070553116,2.080666373,2.115152595,2.160985055,2.200570085,2.225448014,2.222898968,2.21232885,2.200262631,2.194330478,2.197628818,2.19142524,2.192748789,2.199917107,2.210304839,2.222600145,2.218236571,2.216923149,2.220412707,2.230942188,2.249466435,2.252914985,2.264465417,2.283735266,2.310217115,2.343434591,2.367658349,2.397259324,2.431282137,2.468440433,2.507491833,2.533578526,2.562994437,2.592306915,2.616349236,2.632766467,2.625147118,2.61486036,2.606953866,2.608022811,2.622012719,2.630060875,2.647780836,2.680561056,2.736696941,2.81969812,2.9092274,3.025217888,3.153648688,3.274361851,3.376024277,3.443226156,3.494544682,
India,IND,"Population_ages_55-59,_male_(%_of_male_population)",SP.POP.5559.MA.5Y,2.854465622,2.862995419,2.885867635,2.914310828,2.937404085,2.949591614,2.933746597,2.913522086,2.894690267,2.883771694,2.883468981,2.87401894,2.874784922,2.882976343,2.894986686,2.908464145,2.902068643,2.899789077,2.902285917,2.909929735,2.922156476,2.916834714,2.916516438,2.920263693,2.92664724,2.934465793,2.919000073,2.907655562,2.901386087,2.901239273,2.907289957,2.903123278,2.905841957,2.912460644,2.918716954,2.922393824,2.909999186,2.899186966,2.892376883,2.892399595,2.901388534,2.90430084,2.911936092,2.934658674,2.987757568,3.077791182,3.188094569,3.331664214,3.487661411,3.627789611,3.737034413,3.805872369,3.851494707,3.884023923,3.918004345,3.961260302,3.99923555,4.042861406,
India,IND,"Population_ages_55-59,_female_(%_of_female_population)",SP.POP.5559.FE.5Y,2.72078853,2.732921,2.772335912,2.823150885,2.865231534,2.88824143,2.879144371,2.861437133,2.841516221,2.827198933,2.821767249,2.806144587,2.799774826,2.800441166,2.805386262,2.812773543,2.804593866,2.802245962,2.806243495,2.817002866,2.834118554,2.837081368,2.846638167,2.86327481,2.887836083,2.919910735,2.93473831,2.958377337,2.988464757,3.022001636,3.056773731,3.076819511,3.101185726,3.125432882,3.143211808,3.151325519,3.136894796,3.116904267,3.097910637,3.088551039,3.09375954,3.09554947,3.109075978,3.139494625,3.194455727,3.276777499,3.369988399,3.490411081,3.622725978,3.745723433,3.847435015,3.915497347,3.96813421,4.012627288,4.059638808,4.114638417,4.162992252,4.216926988,
India,IND,"Population_ages_50-54,_male_(%_of_male_population)",SP.POP.5054.MA.5Y,3.741114362,3.727625485,3.697051632,3.660306766,3.632985203,3.622223483,3.604487666,3.601700497,3.608290402,3.61658516,3.622998173,3.613483152,3.605802202,3.600906191,3.601358705,3.608125392,3.600925596,3.601980671,3.607503507,3.612757371,3.615265805,3.597943174,3.579721394,3.563037233,3.552148905,3.548973705,3.53144692,3.525462069,3.525150847,3.523036377,3.515998954,3.493561182,3.471899523,3.453789471,3.443180092,3.442968744,3.438089847,3.438651901,3.456407719,3.508378728,3.601811265,3.719208144,3.87457317,4.0438006,4.193507891,4.305622838,4.373917195,4.411678359,4.431615648,4.453023673,4.486811924,4.518100571,4.560101692,4.608580387,4.656672205,4.700732603,4.735703361,4.767853764,
India,IND,"Population_ages_50-54,_female_(%_of_female_population)",SP.POP.5054.FE.5Y,3.624826618,3.618227613,3.590302386,3.551576564,3.517659943,3.496171905,3.471864056,3.46003248,3.455953664,3.453567436,3.450246464,3.43658989,3.427002846,3.42207913,3.423973557,3.433732415,3.436052483,3.447562843,3.466550956,3.49147178,3.521115685,3.539763096,3.563350486,3.590011883,3.61852544,3.647760649,3.658448598,3.675837822,3.693149539,3.70169437,3.69790629,3.671908054,3.639644713,3.60784207,3.586103892,3.58019675,3.576367862,3.583872948,3.608998207,3.660876212,3.742889114,3.840006503,3.967311989,4.106826633,4.233503994,4.333381348,4.400237351,4.445173887,4.477378877,4.511807517,4.557000067,4.600546346,4.654235563,4.713534113,4.771799926,4.825636086,4.872546074,4.916099586,
India,IND,"Population_ages_45-49,_male_(%_of_male_population)",SP.POP.4549.MA.5Y,4.44688796,4.428613746,4.416661407,4.410042694,4.407499079,4.407022834,4.385002426,4.368263944,4.357229044,4.351612219,4.350814304,4.338011921,4.331590163,4.328764468,4.326578533,4.323189861,4.299984714,4.278364997,4.259271477,4.244326091,4.234031247,4.213523337,4.199882359,4.189114094,4.176027388,4.158181695,4.119091347,4.084244929,4.055232231,4.034221353,4.023610768,4.010666551,4.003200845,4.014924628,4.065521199,4.162917022,4.288740872,4.457133624,4.641103788,4.80249008,4.920118907,4.987438615,5.019029972,5.029279435,5.039816619,5.062690056,5.083560582,5.113852775,5.150223582,5.187286864,5.222264295,5.247692252,5.275145504,5.306082272,5.342490312,5.38529839,5.431992351,5.484027874,
India,IND,"Population_ages_45-49,_female_(%_of_female_population)",SP.POP.4549.FE.5Y,4.283643762,4.252727823,4.227203658,4.206056029,4.187969326,4.171661027,4.14507835,4.124908581,4.111503549,4.104815007,4.104571736,4.100561119,4.104363935,4.115706999,4.134830578,4.160776329,4.178522525,4.204036979,4.233980621,4.26395977,4.290574323,4.302035303,4.314613452,4.323164383,4.320884288,4.304642922,4.260498091,4.211263765,4.16368647,4.127319562,4.108253644,4.09428006,4.093893651,4.113769721,4.163374603,4.245658284,4.348206434,4.481760994,4.627340084,4.758135183,4.85883222,4.922904418,4.962521608,4.987440653,5.013064906,5.048220893,5.08362903,5.12702858,5.175243281,5.223611474,5.269692837,5.307682932,5.347338286,5.389679214,5.436029964,5.486984093,5.542313224,5.6011313,
India,IND,"Population_ages_40-44,_male_(%_of_male_population)",SP.POP.4044.MA.5Y,5.274573409,5.255209116,5.227534605,5.197759707,5.17547878,5.163961678,5.137598586,5.123589089,5.116714367,5.109017426,5.096299983,5.06460656,5.031583379,4.999940295,4.974623606,4.957616496,4.929585778,4.913299489,4.901713117,4.884942699,4.858268164,4.813255091,4.765515359,4.719907916,4.68335674,4.660614989,4.633009017,4.6159112,4.622466797,4.671955113,4.772374936,4.90910367,5.092510178,5.292093399,5.465408332,5.588711863,5.657304658,5.683529326,5.683959303,5.683690418,5.696960085,5.709619894,5.732721035,5.761771982,5.78973195,5.813075342,5.826984884,5.840292349,5.855765803,5.878190753,5.91035092,5.945794048,5.993339717,6.048520212,6.104356583,6.156948777,6.208568459,6.253818283,
India,IND,"Children_out_of_school,_primary",SE.PRM.UNER,,,,,,,,,,,,27931284,,,,,,,,,,,,,,,,,,,23828518,,,,,,,,,,19010656,19170670,19511894,13738926,,,,3772976,3767825,5480851,4808268,5376054,3825445,2897747,,,,,
India,IND,"Adjusted_net_enrollment_rate,_primary,_male_(%_of_primary_school_age_children)",SE.PRM.TENR.MA,,,,,,,,,,,,73.58853912,,,,,,,,,,,,,,,,,,,88.7461319,,,,,,,,,,91.04334259,90.20977783,89.44898224,89.99511719,,,,97.66641235,96.4151001,94.54788208,95.31671906,94.50241852,96.35575867,97.08727264,,,,,
India,IND,"Adjusted_net_enrollment_rate,_primary,_female_(%_of_primary_school_age_children)",SE.PRM.TENR.FE,,,,,,,,,,,,48.17945862,,,,,,,,,,,,,,,,,,,65.41462708,,,,,,,,,,76.65289307,77.37758636,77.7832489,87.33408356,,,,96.21839905,97.65325165,96.89659882,97.19915009,97.18575287,97.71528625,98.44863129,,,,,
India,IND,"Adjusted_net_enrollment_rate,_primary_(%_of_primary_school_age_children)",SE.PRM.TENR,,,,,,,,,,,,61.35797119,,,,,,,,,,,,,,,,,,,77.50028992,,,,,,,,,,84.16702271,84.09338379,83.89911652,88.73095703,,,,96.98043823,97.00128174,95.65904236,96.20659637,95.76998901,96.99771118,97.73002625,,,,,
India,IND,"Primary_education,_teachers_(%_female)",SE.PRM.TCHR.FE.ZS,,,,,,,,,,,,24.33205986,24.36150932,24.70902061,24.50206947,24.46006966,24.82925034,,,,,,,,,,,,,,,,,,,,,,,35.59000015,35.5900116,36.00001144,35.99998856,43.99996948,,,,,,,,,,48.18408966,49.48841858,49.49015045,50.74079895,51.2105484,
India,IND,"Primary_education,_teachers",SE.PRM.TCHR,,,,,,,,,,,,1376176,1413221,1467031,1484589,1546696,1559137,,,1599182,,,,,,,,,,,,,,,,,,,,2774647,2840314,2835044,2832912,3038204,,,,,,,,3918312,,4367637,4404451,4398590,4140250,4373417,
India,IND,Trained_teachers_in_primary_education_(%_of_total_teachers),SE.PRM.TCAQ.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.50208282,69.83104706,
India,IND,"Trained_teachers_in_primary_education,_male_(%_of_male_teachers)",SE.PRM.TCAQ.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.68808746,69.11395264,
India,IND,"Trained_teachers_in_primary_education,_female_(%_of_female_teachers)",SE.PRM.TCAQ.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.29231262,70.51425171,
India,IND,"Repeaters,_primary,_total_(%_of_total_enrollment)",SE.PRM.REPT.ZS,,,,,,,,,,,,20.83242989,,,17.44360924,,,,,,,,,,,,,3.924109936,4.071410179,,,,,,,3.685539961,,,,4.012159824,4.169320107,3.685960054,3.649310112,3.592449903,,,,3.5136199,3.537810087,,,5.017570019,2.634809971,2.140850067,1.307250023,0.7531499863,0.5256900191,0.566380024,
India,IND,"Repeaters,_primary,_male_(%_of_male_enrollment)",SE.PRM.REPT.MA.ZS,,,,,,,,,,,,20.51379013,,,17.41114998,,,,,,,,,,,,,3.933310032,4.1521101,,,,,,,3.49887991,,,,3.963969946,4.238399982,3.66802001,3.637300014,3.577419996,,,,3.539170027,3.560290098,,,5.075349808,2.670639992,2.158790112,1.321660042,0.7680699825,0.5408200026,0.5751399994,
India,IND,"Repeaters,_primary,_female_(%_of_female_enrollment)",SE.PRM.REPT.FE.ZS,,,,,,,,,,,,21.36692047,,,17.49695015,,,,,,,,,,,,,3.910690069,3.954560041,,,,,,,3.933900118,,,,4.07475996,4.079880238,3.709009886,3.664479971,3.609519958,,,,3.484719992,3.513040066,,,4.954870224,2.596090078,2.121740103,1.291810036,0.737160027,0.5095000267,0.5569300056,
India,IND,"Persistence_to_last_grade_of_primary,_total_(%_of_cohort)",SE.PRM.PRSL.ZS,,,,,,,,,,,,,,38.28499985,,,,,,,,,,,,,52.73543167,61.95471954,,,,,,,58.62834167,,,,,62.04666901,59.00634003,61.37311172,,,,,,,,,,,,81.8377533,93.2661972,90.16345215,87.73737335,,
India,IND,"Persistence_to_last_grade_of_primary,_male_(%_of_cohort)",SE.PRM.PRSL.MA.ZS,,,,,,,,,,,,,,42.01977158,,,,,,,,,,,,,54.83543015,65.21060181,,,,,,,61.49900818,,,,,63.32656097,59.23255157,59.70518112,,,,,,,,,,,,82.18843079,,89.44120789,88.28967285,,
India,IND,"Persistence_to_last_grade_of_primary,_female_(%_of_cohort)",SE.PRM.PRSL.FE.ZS,,,,,,,,,,,,,,32.60126877,,,,,,,,,,,,,49.74515152,57.47808075,,,,,,,54.97079849,,,,,60.40161133,58.71371841,63.53697968,,,,,,,,,,,,81.47132874,,90.94448853,87.15028381,,
India,IND,"Persistence_to_grade_5,_total_(%_of_cohort)",SE.PRM.PRS5.ZS,,,,,,,,,,,,,,38.28499985,,,,,,,,,,,,,52.73543167,61.95471954,,,,,,,58.62834167,,,,,62.04666901,59.00634003,61.37311172,,,,,,,,,,,,81.8377533,93.2661972,90.16345215,87.73737335,,
India,IND,"Persistence_to_grade_5,_male_(%_of_cohort)",SE.PRM.PRS5.MA.ZS,,,,,,,,,,,,,,42.01977158,,,,,,,,,,,,,54.83543015,65.21060181,,,,,,,61.49900818,,,,,63.32656097,59.23255157,59.70518112,,,,,,,,,,,,82.18843079,,89.44120789,88.28967285,,
India,IND,"Persistence_to_grade_5,_female_(%_of_cohort)",SE.PRM.PRS5.FE.ZS,,,,,,,,,,,,,,32.60126877,,,,,,,,,,,,,49.74515152,57.47808075,,,,,,,54.97079849,,,,,60.40161133,58.71371841,63.53697968,,,,,,,,,,,,81.47132874,,90.94448853,87.15028381,,
India,IND,"School_enrollment,_primary,_private_(%_of_total_primary)",SE.PRM.PRIV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.53000069,16.53000069,15.35319042,17.0443306,,,,,,,,,,,34.96453857,34.7806282,33.41910172,,
India,IND,"Over-age_students,_primary_(%_of_enrollment)",SE.PRM.OENR.ZS,,,,,,,,,,,,11.81527996,,,,,,,,,,,,,,,,,,,6.740260124,,,,,,,,,,6.740260124,6.740029812,6.66286993,6.048049927,,,,5.891109943,5.838870049,5.89109993,5.741000175,5.909220219,5.909210205,5.909220219,,,,,
India,IND,"Over-age_students,_primary,_male_(%_of_male_enrollment)",SE.PRM.OENR.MA.ZS,,,,,,,,,,,,12.49833012,,,,,,,,,,,,,,,,,,,6.78565979,,,,,,,,,,6.791399956,6.791399956,6.720829964,6.133180141,,,,5.849579811,5.796820164,5.847959995,5.721220016,5.879670143,5.051109791,1.868280053,,,,,
India,IND,"Over-age_students,_primary,_female_(%_of_female_enrollment)",SE.PRM.OENR.FE.ZS,,,,,,,,,,,,10.66952991,,,,,,,,,,,,,,,,,,,6.674039841,,,,,,,,,,6.674039841,6.674039841,6.589670181,5.951369762,,,,5.938059807,5.885159969,5.938059807,5.762619972,5.941279888,6.836329937,9.958410263,,,,,
India,IND,Net_intake_rate_in_grade_1_(%_of_official_school-age_population),SE.PRM.NINT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.40935135,59.18312836,,,
India,IND,"Net_intake_rate_in_grade_1,_male_(%_of_official_school-age_population)",SE.PRM.NINT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.20988846,57.85884857,,,
India,IND,"Net_intake_rate_in_grade_1,_female_(%_of_official_school-age_population)",SE.PRM.NINT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.74850082,60.66014862,,,
India,IND,"School_enrollment,_primary,_male_(%_net)",SE.PRM.NENR.MA,,,,,,,,,,,,73.58853912,,,,,,,,,,,,,,,,,,,88.7461319,,,,,,,,,,86.22229767,85.57483673,84.44460297,84.91017914,,,,91.94677734,90.46839905,89.64629364,90.09262085,89.16751099,90.98657227,91.65585327,,,,,
India,IND,"School_enrollment,_primary,_female_(%_net)",SE.PRM.NENR.FE,,,,,,,,,,,,48.17945862,,,,,,,,,,,,,,,,,,,65.41462708,,,,,,,,,,72.78913116,73.15606689,73.54107666,82.63128662,,,,90.59161377,91.63906097,92.02010345,92.09023285,91.82180023,92.24556732,92.91449738,,,,,
India,IND,"School_enrollment,_primary_(%_net)",SE.PRM.NENR,,,,,,,,,,,,61.35797119,,,,,,,,,,,,,,,,,,,77.50028992,,,,,,,,,,79.80341339,79.65550232,79.25736237,83.82756805,,,,91.30478668,91.02262878,90.76931763,91.03694916,90.4213562,91.58106232,92.25010681,,,,,
India,IND,"Gross_intake_ratio_in_first_grade_of_primary_education,_total_(%_of_relevant_age_group)",SE.PRM.GINT.ZS,,,,,,,,,,,,99.63040161,,,107.0512466,,,,,,,,,,,,,107.8437195,108.9546585,,,,,,,118.6944809,,,121.8091812,121.9938507,122.4808426,120.2778931,116.2864609,125.7872314,127.4205093,127.8052979,128.3456573,126.0973969,123.990921,111.8442688,116.9143677,108.87323,,105.0268631,100.1663284,101.6247864,103.8506317,99.78687286,
India,IND,"Gross_intake_ratio_in_first_grade_of_primary_education,_male_(%_of_relevant_age_group)",SE.PRM.GINT.MA.ZS,,,,,,,,,,,,118.018219,,,124.5464783,,,,,,,,,,,,,119.8744202,121.1491928,,,,,,,128.473526,,,130.1273041,130.7991638,131.1162262,128.4523315,124.3623123,125.7452087,128.4477844,130.2059174,130.8503265,128.6903076,124.8732529,111.1901398,115.8803864,107.6831665,,103.3747101,98.54508209,100.04039,102.2264633,98.98467255,
India,IND,"Gross_intake_ratio_in_first_grade_of_primary_education,_female_(%_of_relevant_age_group)",SE.PRM.GINT.FE.ZS,,,,,,,,,,,,79.90090942,,,88.3117981,,,,,,,,,,,,,94.95349121,95.88198853,,,,,,,108.1360703,,,112.7425537,112.3505936,112.977272,111.2427979,107.3403168,125.8338394,126.2807083,125.1401978,125.5611267,123.2117996,123.0076981,112.5742188,118.0696869,110.2041702,,106.8732834,101.9764023,103.3919296,105.6609726,100.6804733,
India,IND,"School_enrollment,_primary,_male_(%_gross)",SE.PRM.ENRR.MA,,,,,,,,,,,,95.33139038,96.05635071,99.30007172,98.4818573,99.35122681,98.82362366,101.7785873,97.85450745,96.86052704,98.27922821,99.75994873,100.5679626,102.4135895,104.1462708,103.0785522,104.3785706,101.1641083,102.391037,106.7294693,105.2362518,103.5776062,103.3025436,103.5109634,104.2626724,103.8642502,103.1609192,102.2945633,100.2082596,100.7635803,102.2448196,101.4770432,101.1882019,104.3355484,,,,111.1640396,110.3552322,108.3885269,108.1462097,106.900589,108.0087891,104.8463516,102.347168,102.7125092,106.1489105,,
India,IND,"School_enrollment,_primary,_female_(%_gross)",SE.PRM.ENRR.FE,,,,,,,,,,,,61.23770905,61.94689178,64.88227081,64.43422699,65.22042084,65.38864899,67.57552338,63.88151169,64.48335266,65.81125641,67.50627136,68.02474213,70.07730865,71.57254028,72.38072205,75.48066711,74.46353149,75.88777924,77.40386963,77.54943085,78.70742798,79.58522797,82.8754425,84.38247681,84.209198,84.66368866,84.79929352,83.62889862,84.39553833,86.29193115,86.7269516,88.29958344,101.5131683,,,,109.2076111,111.4631882,110.9296494,110.373909,110.0379562,111.7443771,116.9788666,114.0262833,114.9537964,123.8739395,,
India,IND,"School_enrollment,_primary_(%_gross)",SE.PRM.ENRR,,,,,,,,,,,,78.92051697,79.63108063,82.71942139,82.07476044,82.90271759,82.71331787,85.29373169,81.47619629,81.2497406,82.62650299,84.21624756,84.88355255,86.82512665,88.43874359,88.27275085,90.44207001,88.2854538,89.60749817,92.58779144,91.89112854,91.59832764,91.88368988,93.57868195,94.69615173,94.40944672,94.2694397,93.89067078,92.25380707,92.92443085,94.6219101,94.44648743,95.05657196,102.9947433,,,,110.2372131,110.8797684,109.5907135,109.1993027,108.382637,109.7726974,110.5746536,107.8623581,108.4952316,114.5252838,,
India,IND,"Pupil-teacher_ratio,_primary",SE.PRM.ENRL.TC.ZS,,,,,,,,,,,,41.45214081,41.62026978,42.53532028,42.52024841,41.93172836,42.11304855,,,42.89831924,,,,,,,,,,,,,,,,,,,,40,39.99998856,40.14999008,40.66296005,41.32987976,,,,,,,,35.15462875,,32.31832886,31.28854942,31.4914608,35.21588135,,
India,IND,"Primary_education,_pupils_(%_female)",SE.PRM.ENRL.FE.ZS,,,,,,,,,,,,37.34965897,37.46060181,37.7865181,37.83134842,37.91358948,38.0916481,38.18497086,37.79893112,38.26586151,38.39865112,38.62989044,38.62345123,38.90856171,39.02511978,39.54761124,40.2487793,40.68218994,40.84877014,40.31467056,40.67750168,41.38851929,41.70143127,42.62675095,42.87984848,42.90639877,43.17113876,43.3839798,43.49250031,43.49726105,43.57727814,43.7686615,44.19226074,46.82275009,,,,46.93090057,47.59236908,47.88721848,47.78125,47.96006012,48.06707001,49.94894028,49.92134857,50.05157852,51.11492157,,
India,IND,"Primary_education,_pupils",SE.PRM.ENRL,,,,,,,,,,,,57045440,58818644,62400628,63125100,64855640,65660024,69060728,67360992,68602224,71183224,73873184,76105904,79506944,82590192,83932704,87440512,87129224,90459728,95739976,97318112,99118320,101577088,105370216,108200536,109043664,109734288,110390408,109412904,110985880,113612544,113826976,115194576,125568600,,,,137742640,139317984,138368128,138413840,137746816,139869904,132043744,127894256,127828088,126564216,123807888,
India,IND,"Primary_education,_duration_(s)",SE.PRM.DURS,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
India,IND,"Educational_attainment,_at_least_completed_primary,_population_25+_s,_total_(%)_(cumulative)",SE.PRM.CUAT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.42446,,,,,,,
India,IND,"Educational_attainment,_at_least_completed_primary,_population_25+_s,_male_(%)_(cumulative)",SE.PRM.CUAT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.23197,,,,,,,
India,IND,"Educational_attainment,_at_least_completed_primary,_population_25+_s,_female_(%)_(cumulative)",SE.PRM.CUAT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.33002,,,,,,,
